qid,query,doc_id,rating,sentiment,sources,ranks,label,is_random,text
Q1,cheap sushi near me,23393,5.0,positive,RRF;TRANSFORMER,"{""RRF"": 8, ""TRANSFORMER"": 1}",3,0,This place really put their heart into buying a rundown building and making it so beautiful! A real gem in the community. They over fresh roasted beans and pour overs and well as flavored lattes and great space for hanging out. And it is attached to a cidery! Super cool!
Q1,cheap sushi near me,68292,5.0,positive,RRF;TRANSFORMER,"{""RRF"": 6, ""TRANSFORMER"": 1}",3,0,"The Desire Oyster Bar is located inside of the Royal Sonesta. The actual restaurant is very beautiful. I loved the granite surfaces on the tables. There are also windows that can be opened to get a better view of Bourbon Street. When I visited, the city was under major construction so the only view was a black tarp which sucked.   I stopped by for breakfast and Happy Hour and everyone working here was just so nice! Southern hospitality is the best!   For breakfast I had the shrimp and crab omelette. It was perfect, and very cheesy - just the way I like it! For Happy Hour I tried the $1 chargrilled oysters. Can you say heaven? Wow. My tastebuds were on fire...and so was my throat because I refused to let the gooey parmesan cool down before I devoured each oyster. But I regret nothing!  Sitting at the bar means you can watch them shuck the oysters in action! The bartenders were also so sweet. I wasn't aware one of the guys couldn't leave until he rang me up. He clocked out and stayed and talked to me for about an hour until he casually mentioned he couldn't leave until I finished. Everyone here went above and beyond to make sure all my needs were met, and I really appreciated that. I can't wait to return. I'll definitely be staying at the Royal Sonesta again and Desire will be the first restaurant I visit!"
Q1,cheap sushi near me,73888,5.0,positive,BM25;TFIDF,"{""BM25"": 8, ""TFIDF"": 1}",3,0,"SLAM DUNK place! Thank god we went there for a work releated event because there is no way I could afford R2L!  Talk about amazing food, drink, and atmosphere. it is on the top floor (37th floor) of a very tall building and at night you can see all of the Phialdelphia skyline. All around you is glass so you can see outside. Absolutely stunning and breathtaking.   Food and service are impeachable! Food was so flavorful and delicious. Our server was so attentive, caring, and very knowledgeable of the menu. Cocktails were great as well.  it is pricy so make sure you have your wallet open and ready to spend."
Q1,cheap sushi near me,3791,5.0,positive,RRF;TRANSFORMER,"{""RRF"": 5, ""TRANSFORMER"": 4}",3,0,"I've been here twice recently to choose a wedding dress and then again to choose bridesmaid dresses with my bridal party. I made an appointment for 9am first thing in the morning because I know that these places get crowded. Both times the ladies at the check-in and register were very pleasant and we were helped right away. The woman that helped me through the entire process (Yvonne) was such a pleasure to work with and always made me feel special. From the first time I tried on a dress and was so nervous, to helping my girls with their dresses, to being there when I rang the bell and said ""yes"" to the dress. I have zero complaints and would absolutely recommend this location! Again, it's always smart to do your research and if you're going to show up on a busy day, make sure it's early  (9am right when they open is a very good idea!) and that you make an appointment!"
Q1,cheap sushi near me,26102,5.0,positive,BM25;RRF,"{""BM25"": 9, ""RRF"": 7}",3,0,"I am writing this from the table... The food was so amazing that I needed to rate it ASAP. If you're here for brunch you have to get the shrimp and grits. Next level. Great service, live Jazz and a Bloody Mary that I wish u had a gallon on. Nice job Murial!"
Q1,cheap sushi near me,75924,4.0,positive,BM25;RRF,"{""BM25"": 11, ""RRF"": 8}",3,0,"Came here with the girls for happy hour.   The buffalo bites are soooo good we order two or three orders ( they were half off as well! double whammy!) Sara tried the filipino empanada which was kinda disapointing. My darling Rebec who is a avocado afficianado approved of the guac wholeheartedly....again I think we had two orders!  Beers were a dollar off, wine was five bucks a glass I think? However, then quizzo started....avoid wednesday nights!"
Q1,cheap sushi near me,54757,3.0,neutral,TRANSFORMER,"{""TRANSFORMER"": 1}",2,0,"Come for the food, tolerate the service.  Muriel's wasn't our first choice, but it was a convenient choice. Wanting to do a fun, french quarter brunch with the family on Sunday, we decided to trek in from Arabi to try and get a spot at Stanley's. Unfortunately, Stanley's does not take reservations and had a 2 hour wait at 1:00 for brunch. Hungry and lacking patience, we sidestepped our way over to Muriel's Jackson Square.  First, let me talk about one of the highlights of our experience. The building itself is fantastico. There are beautiful sky lights that let sunshine just pour into the restaurant. This is a plus. Unsurprisingly, the bar is in a dark, dank corner that was a high-traffic area. Meaning, if you weren't sitting down at the bar, servers were jostling their way by you every few minutes.  The wait caused us to hang out at the dark, dank, not so happy bar area.  Now, hanging out at this bar wouldn't have been so bad if the service were a little better. Ordering drinks for our group proved to be a herculean task. Both my cousin and my wife tried numerous times to get the attention of the two bartenders, one who was working quickly, the other who was working like she could care less that she was there. Time after time, the bartenders would look passed the younger, less wealthy looking women and instead, take the orders of older patrons. My cousin was even on the end of a snide comment by one of the bartenders. Eventually, we received our drinks. The verdict? Good, but not worth the wait.  By the time we got our drinks, almost 45 minutes after sitting at the bar, it was time to take our seats. At this point, the service improved marginally. Our drink guy was friendly and quick to take our drink orders. Our waitress (I'm unsure if she even bothered to introduce herself) was a bit awkward. So what saves this place? The food. The brunch food was damn good. I got the Imperial Crab as an appetizer, which had tons of crab meat and a light breading, and the shrimp and grits as my main. The crab was moist, hot, and just downright tasty. The shrimp and grits were also well above average, with the grits being some of the best grits I have ever had. My wife ordered a bacon/cheese tart type of thing that was also quite good, especially when paired with the fresh fruit. 2-star service is rescued by 4-star food.   The service issues just got more awkward during the bill. We had split the check three ways (that is their limit), so my friend was on my tab with my wife. He put down $40 to cover his meal, and we put the rest on the credit card. Our waitress? Despite the fact that we split our check, she assumed the $40 was the tip for the entire table. We then had to awkwardly tell her that no, that was to be applied toward the bill. We tipped on the card. If I hadn't caught this snafu, we would have paid $40 more than we intended to.   Consensus: I'd go back, but only if I was getting takeout."
Q1,cheap sushi near me,50586,5.0,positive,RRF,"{""RRF"": 2}",2,0,"You MUST go to this sushi restaurant for the experience of the ""Sushi Nazi."" He's honest and will send you out if he thinks you are unworthy of his sushi (so we were told). The sushi is served in large portions and is incredibly cheap and delicious."
Q1,cheap sushi near me,18625,4.0,positive,TFIDF,"{""TFIDF"": 3}",2,0,"I really wanted to try gooey butter cake, a St. Louis tradition! I started at Clayton's across the street, but they only sell whole cakes, not cake by the slice. Who does that nowadays in the age of modernity??? I then went to this place across the street, and thank you fellow Yelpers for not failing me!  I bought a slice of cake to go ($2.44 including tax), and WOW. The cake was a subtle sweet, light, and airy. Although covered in powdered sugar, the sugar was not overpowering at all and just right. The cake, true to its name, was a bit crunchy on the outside (but not so hard you'll break your teeth) and gooey in the middle. The crunchy topping was an added texture bonus. What an absolute delight!  Inside, the restaurant was clean, warm, and inviting. The smell of freshly baked breads will slam into your face like a pie throwing contest, and it's a wonderful feeling. I will definitely return!"
Q1,cheap sushi near me,25692,2.0,negative,TRANSFORMER,"{""TRANSFORMER"": 3}",2,0,"The main feature- fried chicken, was not remarkable.  Many other places in town have better.  The mashed potatoes did not seem to be made from scratch, surprising for the price point of this place.  Apparently it is too much effort to have their bread basket for lunch, which is unfortunate, because it probably was their best item, had it been available."
Q1,cheap sushi near me,2938,5.0,positive,TRANSFORMER,"{""TRANSFORMER"": 3}",2,0,This is the best place we have ever ordered sushi from. We refer so many people to this restaurant because we know they are always consistent. The food is always fresh and delicious. The hibachi is also fantastic and fun. Way more than enough food. The scallops are phenomenal too. We have had a lot of different sushi rolls here and all of them are fantastic. You can't wrong. The fried rice is awesome. You can't go to this restaurant without eating the fried rice or you will miss out. Our meals range from $60 on up depending on what you order. The best suggestion I can make if you want to save money is to go during lunch. You can get the lunch box and it has a little bit of everything. The owner is awesome he remembers everyone that comes on. Every time we walk in he makes us feel so welcome and he even remembers if we don't have kids with us or not. I highly recommend this place!!! :)
Q1,cheap sushi near me,30635,4.0,positive,TRANSFORMER,"{""TRANSFORMER"": 3}",2,0,"They're pretty damn thorough on the actual pedicuring part and that's what I really get these for. I don't really care how long a polish lasts as much as i care that they take a lot of time getting my feet looking girly regardless of polish. Jiu-jitsu pretty much blasts thru any polish except for gel so i don't even bother holding my breath for that to last even one training session.   Apparently the basic pedicure includes a scrub and massage. She took A LOT of time on the massage and wasn't all weak about it either.   Another plus that she didn't make me have awkward chit chat! Sometimes all you wanna do is have a few minutes to yourself not thinking about too much or trying to socialize, right? !   $20 for all that? ? Sold. Coming back for sure."
Q1,cheap sushi near me,80372,5.0,positive,RRF,"{""RRF"": 3}",2,0,"I've been looking for a men's barbershop since I moved here, and have grown tired of the Sports Clips/Supercuts genre. This place is the real deal! Ashley is the best, and will be my stylist from now on. She did everything right, and I could not be happier!"
Q1,cheap sushi near me,4558,4.0,positive,RRF,"{""RRF"": 4}",2,0,Even though the sushi masters are not actually Asian but they make good Sushi. The price is also cheap.
Q1,cheap sushi near me,78076,5.0,positive,TRANSFORMER,"{""TRANSFORMER"": 4}",2,0,"I love painting and I love wine...... I REALLY love Picasso and Wine.  There are two locations, but my favorite is located at the Summit Sierra mall in South Reno. I have gone there numerous times...... Girls nights...Date nights.....Mimosa mornings......Family painting day.....This place offers something for everyone.  My daughter had her birthday party there and had a great time with her friends painting Mr. Potato Head.  The instructors are great - Even those who might not be artistically inclined leave with a masterpiece!  Both the cocktails (and the mocktails) are terrific and there is plenty of parking available.  I highly recommend Picasso and Wine to anyone looking for a fun creative outlet."
Q1,cheap sushi near me,9962,5.0,positive,TRANSFORMER,"{""TRANSFORMER"": 4}",2,0,"I've always liked this place BUT for a little awhile it went down hill. Reading yelp reviews it seemed it had gotten better so we tried it again. The owner must  have noticed the lack of ""regulars"" and stepped up their game! It is now my favorite sushi place again! welcome back!"
Q1,cheap sushi near me,36803,5.0,positive,TRANSFORMER,"{""TRANSFORMER"": 5}",2,0,"Big fan of 312!  My husband, being from Chicago, was super excited about a Chicago pizza place opening up within walking distance of our home. Upon going to 312, we happily discovered that it's not just a Chicago pizza place, but a great Chicago restaurant, bar and new neighborhood staple... Right here in Nashville.  The deep dish pizza is beyond good... The corn based crust was to die for and the sauce to cheese ratio (crazy important, promise) was perfect. Their ingredients are brought from Illinois and it shows. You can get a pizza at a price much cheaper than you'll ever find in Chicago itself. One small pizza will feed 2 people for at least 2 days. (Isn't pizza for breakfast just the best?!)   My husband loves the Italian beef... I'm a fan of the dogs. We both love the risotto balls and mozzarella sticks for appetizers.   The place itself is comfy, unassuming and modern. The staff is super friendly and so proud of their true to Chicago fare.   Go and enjoy!"
Q1,cheap sushi near me,43922,5.0,positive,TRANSFORMER,"{""TRANSFORMER"": 5}",2,0,"This is the best coffee available in the USA. Having lived in Brazil for 6 years, I developed a taste for strong espresso style coffee. Although different from Brazilian coffee, La Colombe Coffee satisfies with quality and flavor. The atmosphere here is very nice with gorgeous ceramic tables and matching china cups and saucers. A great place to relax and sip a cappuccino."
Q1,cheap sushi near me,57748,3.0,neutral,TRANSFORMER,"{""TRANSFORMER"": 5}",2,0,First time there. Purchased through Groupon. Beware. They will short change your time with that. I bought a 90 min massage but they ended 15 min too soon.   Place is very clean and nice to look at. Staff is very friendly. My massage therapist wasn't a good fit for me but maybe she will be for someone else. She started off strong but lost steam midway through. She was very nice though.   I do plan on trying a different therapist if I go back again.   Wasn't a terrible experience but not the best. Worth the discounted rate.
Q1,cheap sushi near me,85600,5.0,positive,RRF,"{""RRF"": 5}",2,0,Staying in Clearwater Beach. Went to the Sharkey bar and grill.  Met  Kimmy.  She was Awsome!!!!  Thanks for the information.  Be back for sure.  We live an hour north Homosassa.
Q1,cheap sushi near me,31213,5.0,positive,TRANSFORMER,"{""TRANSFORMER"": 6}",2,0,"It is crazy what is going on here. This places the size of a Costco but actually sells stuff you really want. I love the discounts right when you walk in, those are really valuable for an alcoholic like me who wants to booze up on the cheap. I couldn't fit anymore in the cart once i passed the super clearance section, (See above reason) but it's nice to know normal folks who have control of their drinking have a wide assortment of spirits to choose from when visiting St. Louis."
Q1,cheap sushi near me,46220,4.0,positive,TRANSFORMER,"{""TRANSFORMER"": 6}",2,0,"Great meal, wife and I both and new York strip steaks which were very flavorful.  Ordered them medium and they both came out slightly under medium which is better than over. Sides were great, loved the wedge salad. Flour less chocolate cake was a great dessert. Only thing I would change is to increase the craft beer selection. I'm from Colorado where we are spoiled with choice when it comes to beer choices so I found their selection to be slim."
Q1,cheap sushi near me,70476,4.0,positive,TRANSFORMER,"{""TRANSFORMER"": 6}",2,0,"Great food...had the smoked salmon and it was great, very moist and well prepared...my girlfriend had the fish spread on toasted wheat bread and it was great as well, huge portion! Staff was fun, friendly and relaxed. We are in from Chicago visiting family while in town and we will definitely be back the next time we are in town, thanks!"
Q1,cheap sushi near me,77096,1.0,negative,TFIDF,"{""TFIDF"": 6}",2,0,"For me, it's between Deviate and Towyard for worst brewery in town. I tried two beers here and they were both way too sweet, like bad birthday cake. No thanks. The staff was nice, but the beer was bad."
Q1,cheap sushi near me,48234,5.0,positive,RRF,"{""RRF"": 7}",2,0,The sushi is delicious and they always have great service.  We like going here because it's never over crowded like a lot of sushi restaurants near state street.  Try the spicy edamame!
Q1,cheap sushi near me,64639,5.0,positive,TFIDF,"{""TFIDF"": 7}",2,0,"Great spot. Smaller, quaint, but with a soulful feel. Not too loud even with live music. All the food was delicious!!! The steak was great but the tempura shrimp was where it's at!!!! Smaller tapas type plates. we had a wonderful time."
Q1,cheap sushi near me,9633,4.0,positive,BM25,"{""BM25"": 7}",2,0,"Well, that's weird. I really feel like I reviewed this Wine Works at some point in the past. Apparently not!  I've been coming here longer than any other liquor store in the area, believe it or not from the check ins! Prior to becoming nutty about the suds, I was in love with New Jersey wines. Wine Works was my standard spot for Valenzano, Heritage, Sharrott, etc.  I stopped in yesterday afternoon since it was right on my way home from the shore area. All the usual vino suspects are still well-stocked on the shelves, but I headed straight for the beer.  First off: Check the dates. Some of the beers are dusty, and that's a bit disconcerting depending on the style.  Second: Make your own six-pack. I do this whenever possible in general, and they do have a nice selection here. Much larger than Wegmans, smaller than Total Wine, and maybe on par with Canal's, depending on the location.  Also check out their large format bottles. I was surprised to find Transmitter Brewing in stock. Transmitter is a tiny brewery on Long Island City. Like, super tiny. Like, only a few people can comfortably fit in their tasting area at a time. Definitely try their stuff if you see it and like your beer on the funky side.  Check out is always efficient. Obviously be prepared to present your ID if you're anything like me and could pass for a 19-year-old.  Probably the best part of Wine Works? Very reasonable prices. My 6-pack of pretty good stuff came out to $14...aka the price I've paid for one beer on draft on a few occasions."
Q1,cheap sushi near me,89102,1.0,negative,BM25,"{""BM25"": 8}",2,0,Megabus is very bad service! The first time I rode from Columbus to Indpls was great but the second time was terrible. I bought indianapolis to Chicago for Chicago Pride. My friend failed to get me to megabus. I called service and they can't postpones time. I was so upset and I almost forgot about another ticket Chicago to Indianapolis I bought. I called on same day but at 5:20pm to try to save the ticket for future. They said it passed 24 hours. I told them I did called in the morning but I wasn't thinking about another ticket that I could had saved the ticket. They were like sorry! (Too bad) no compassions. I decided to email to megabus to explain my situation. They send to me and said it will take five days to view my email but they never bother to email me back. I decided to call them again and they suggested me to resend to them. bad service!! and they will rip you off to keep your money even if you missed bus or (I read other comments) worse if your family passed away and you want to change the date or save the ticket and they will still no compassions.
Q1,cheap sushi near me,92194,5.0,positive,TFIDF,"{""TFIDF"": 8}",2,0,"I love everything about Bui's. Food, quality, and service! Yes, service.   I tend to binge on Bui's depending on what part of the school year I'm in. If I'm busy and lazy, it's Bui's for brunch everyday. Nowhere else on campus (and dare I say...Philly?) will you be able to fill yourself up on such good food with so little money. A foot long sausage egg and cheese sub for $3.50 is absurd in the best way possible. When ordering, don't forget the Bui's sauce! I suspect it's just a mix of mayo and Sriracha, but it's delicious nonetheless.  While Mr. or Mrs. Bui's isn't going to serve you a sub on a silver platter, being able to text your order gives Bui's an A+ for service. Text your order 10-15 minutes in advance and they'll definitely have it for you!"
Q1,cheap sushi near me,26398,3.0,neutral,RRF,"{""RRF"": 9}",2,0,"The bread at this place is so good. It's HOT and i like that in a restaurant.  Our server was nice and I got a mellow vibe from this place.  Everyone I was with seemed to think that Ralph's was hooking it up and serving the best Italian food around, but.... meh. My mom and I make better lasagna.  The portions were big, and the food was good, but my mind was not blown and I probably wouldn't go back.  Maybe my lasagna just had me all nostalgic for mom's cooking, but I suspect that other people's dishes weren't as crazy good as they were saying.  We did arrive REALLY hungry"
Q1,cheap sushi near me,69758,4.0,positive,TFIDF,"{""TFIDF"": 9}",2,0,"A really homey diner with brunch, sandwiches, German-inspired entrees, and burgers. I had the steak and eggs and everything was cooked exactly to order. I especially liked the home fries which are some of the best I have had in ages - the potato was freshly cut, seasoned, and the fried onions just took it up to another level. The steak was broiled, soft, and marinated, but had a lot of gristle on it - tasted good though. I definitely plan to come here again - I have got to have those potatoes!"
Q1,cheap sushi near me,51855,3.0,neutral,BM25,"{""BM25"": 10}",2,0,"This place is just okay for dim sum, nothing too great.  The restaurant is one of the bigger ones in the city, lots of parking free on the street or in one of the lots otherwise it's paid parking behind the building.  Just make sure you check all the signs.  The carts come around with a variety of dumplings, buns, rice rolls, sticky rice and some deep fried items.  Most of the items are $3.75 or $3.95, and I believe they charge for Chinese tea per person.  The food tastes okay but the service isn't great, you may need to request your refills of water or tea or hot sauce more than once before you get it.  The washroom is a bit cleaner than some other restaurants and there are quite a few stalls.  Lots of staff on duty so they come around often to clear off the empty plates.  As long as there is no wait time for a table, you can eat within one hour."
Q1,cheap sushi near me,64588,1.0,negative,BM25,"{""BM25"": 10}",2,0,"This Chipotle is the worst. You are greeted by the manager who yells ""money walking"" to the counter staff, as you enter this location. They get grief if they don't acknowledge her call. The service is slow, so there's always a line. The cooked peppers and onions are usually burnt. The scoop portions are on the small side, so order double meat. I have been here at least 10 times and requested cilantro every time. I've only gotten it once, every other time, I've gotten some excuse. Hit the Willow Grove location, it has crazy long lines but you will leave satisfied."
Q1,cheap sushi near me,70528,5.0,positive,TFIDF,"{""TFIDF"": 10}",2,0,"Wow!!! This place is truly amazing!  Everything I had was just incredible.  The hot Italian sandwich on their crusty bread was one of the best I have had anywhere.  After falling all over the sandwich, I had a cannoli, it was almost as good as the ones you get in manhattan.  I also highly recommend the chocolate decadent cake, it's extremely rich, and as described...decadent.   This was one of the best Italian spots I've ever come across."
Q1,cheap sushi near me,14750,3.0,neutral,TFIDF,"{""TFIDF"": 11}",2,0,"I'm not about to say that Singha is among the best Thai restaurants, but if you are looking for tasty, inexpensive food in the CBD and have tired of po boys or ""hot plate lunches"", you could do much worse than to pop into this deceptively large little cafe.     I don't mean to damn with faint praise-Singha is good, and if the food (the very inexpensive lunch specials in particular) is mostly watered down warhorses of the American-Thai repertoire, that owes more to their desire to stay in business, catering to the mobs of less adventurous office drones that spill out of the surrounding high rises every weekday between 11:30 & 1:00 like clockwork.       The calamari appetizer is perfectly fried and i have a very warm place in my heart for the Carondelet shrimp. Otherwise, just order what you usually do at your fave Thai joint and ask for more chili paste if you need a more authentic kick."
Q1,cheap sushi near me,46030,5.0,positive,TFIDF,"{""TFIDF"": 11}",2,0,"I tend to eat here about once a week. I love good sushi and SoHo is no exception. It's always fresh and the service is great. Never crowded and they have a happy hour where select rolls are discounted. And the wine, beer and sake is two for one. This is very close to home for me so it has become my go to sushi spot."
Q1,cheap sushi near me,31351,5.0,positive,TFIDF,"{""TFIDF"": 12}",2,0,"I got to visit Whitebox for lunch for the first time. I was in the mood for a sandwich with more than one kind of meat, so I went for the Italian. It had all the ham, cheese and salami I wanted! But I have to say that the veggies and dressing it was topped with was a bit too vinegar-y for my tastes, so I don't know that I'd get that one again.   My father-in-law knows about my crazy sweet tooth, so he picked up a (guten-free) chocolate chocolate chip cookie for me. It was amazing!!! Definitely one of the better cookies I've ever had and probably the best I've found in St. Louis. It was warm, soft and the chocolate chips were all gooey. I was really nice and shared it with my husband. That was really hard for me..."
Q1,cheap sushi near me,63707,3.0,neutral,BM25,"{""BM25"": 12}",2,0,"The food is okay, great for a quick stop, not not earth shattering- I mean it's fast food with a tropical twist.  Their Cilantro-garlic dipping sauce is awesome though!"
Q1,cheap sushi near me,11740,3.0,neutral,BM25,"{""BM25"": 13}",2,0,"Visited Franzone's while I had 15 or so minutes to spare in the evening before having to rush off for an event. Overall, nothing too exciting, I ordered the cheesesteak, and was happy that it came pretty early (my friend and I were the only ones there) and didn't have any problems. The place had free wifi, which is always a plus!  However, when we arrived and asked to see the menu, they didn't have any on them, but they were super friendly so we laughed it off and used checked their online menu.Later on, because my friend and I were sharing a cheesesteak, we were so engrossed in our conversation that we I didn't think to get my own plate, one of the servers very thoughtfully brought us one.   I didn't try their pizzas (yet), and I didn't leave raving about the place. I doubt I'll be craving anything, but because it's literally right under the Manayunk stop, I'd probably come back here again if I'm ever in the area."
Q1,cheap sushi near me,80796,5.0,positive,BM25,"{""BM25"": 13}",2,0,Bridgetown is the home of the Nashville predators as well as an excellent music venue for large acts.   Bring lots of money as the adult beverages are extremely pricey.   Most of the seating is excellent just avoid the top deck
Q1,cheap sushi near me,86123,1.0,negative,BM25,"{""BM25"": 13}",2,0,"My friends and I went here for restaurant week. They acccomodated our large party of 10 and we were thankful. Our server was friendly and got every order right. Right before we got dessert, our one friend who had work met up with us to go out after we were finished dinner. We asked the hostess for another chair just so she could sit down while we finished. Without even looking around or trying to find one, she replied with a snotty attitude ""We don't have any extra chairs. You do know it's restaurant week, right?"" When I then stated that of course I knew it was restaurant week and reminded her that our bill was almost $600 and asked if she could at least check to see if they had an extra chair, she responded ""Your reservation was only for 10 people. We don't have any extra chairs."" Meanwhile, a table across from us and a ton of bar chairs were open. Our friend shared a chair with one of us until we were finished dessert. My friends were disgusted by this hostess. She had a horrible attitude. We were spending a lot of money on food and drinks that night and this hostess absolutely left a sour taste in our mouth by the time we left. The food was ok, but not worth the condescending attitude from the hostess. Customer service is key at a restaurant. NONE OF US WILL BE BACK."
Q1,cheap sushi near me,15713,5.0,positive,RANDOM,"{""RANDOM"": null}",0,1,"Awesome bar, quick friendly service, appropriate prices, and great crowd. This should be your go to spot."
